timestamp,close,high,low,trade_count,open,volume,vwap,ticker
2024-01-02 05:00:00+00:00,580.39,589.58,576.89,3716,589.515,96532,580.46177,ADBE
2024-01-03 05:00:00+00:00,571.695,577.305,570.38,4092,573.89,108378,573.215959,ADBE
2024-01-04 05:00:00+00:00,567.05,572.91,566.95,2115,570.13,63346,569.457123,ADBE
2024-01-05 05:00:00+00:00,564.55,569.395,563.44,2289,565.27,51858,566.324364,ADBE
2024-01-08 05:00:00+00:00,580.31,581.36,568.495,3739,569.47,110962,575.936183,ADBE
2024-01-09 05:00:00+00:00,585.99,588.06,577.715,2575,577.715,61270,584.820472,ADBE
2024-01-10 05:00:00+00:00,591.14,593.44,585.835,3173,586.515,92220,589.838013,ADBE
2024-01-11 05:00:00+00:00,597.395,597.75,585.515,3272,594.18,96390,593.660483,ADBE
2024-01-12 05:00:00+00:00,596.35,598.66,593.55,2515,597.95,61156,596.24419,ADBE
2024-01-16 05:00:00+00:00,597.53,597.55,588.345,1909,592.69,57574,594.517759,ADBE
2024-01-17 05:00:00+00:00,596.07,596.73,582.445,3075,592.29,83160,590.292437,ADBE
2024-01-18 05:00:00+00:00,593.6,596.52,584.42,2492,587.66,79390,591.120481,ADBE
2024-01-19 05:00:00+00:00,611.8,611.8,589.57,2713,593.855,110882,601.038394,ADBE
2024-01-22 05:00:00+00:00,603.82,620.02,603.285,2068,614.1,56516,609.18937,ADBE
2024-01-23 05:00:00+00:00,597.105,603.69,591.34,2665,602.33,81915,598.374906,ADBE
2024-01-24 05:00:00+00:00,606.51,616.86,598.28,2734,601.875,90571,606.276386,ADBE
2024-01-25 05:00:00+00:00,622.87,626.5,612.8,4068,614.09,107748,622.068976,ADBE
2024-01-26 05:00:00+00:00,613.26,621.71,613.13,2319,620.25,52454,617.789765,ADBE
2024-01-29 05:00:00+00:00,630.395,635.83,617.44,3055,617.44,103743,628.469382,ADBE
2024-01-30 05:00:00+00:00,627.92,629.45,621.425,3719,629.23,73198,626.117547,ADBE
2024-01-31 05:00:00+00:00,619.09,625.93,612.47,2631,618.19,92023,618.414085,ADBE
2024-02-01 05:00:00+00:00,627.81,628.66,618.775,2188,618.81,55489,624.47456,ADBE
2024-02-02 05:00:00+00:00,634.72,638.095,618.03,2498,624.04,81541,633.050942,ADBE
2024-02-05 05:00:00+00:00,630.4,634.01,624.75,1988,633.395,56812,628.880853,ADBE
2024-02-06 05:00:00+00:00,607.185,625.855,604.84,4876,625.58,144188,610.061428,ADBE
2024-02-07 05:00:00+00:00,616.15,620.3,610.54,1780,613.37,67305,616.229806,ADBE
2024-02-08 05:00:00+00:00,616.06,620.98,612.65,2134,617.0,65141,616.806732,ADBE
2024-02-09 05:00:00+00:00,626.94,628.04,616.21,2286,617.4,68956,624.330385,ADBE
2024-02-12 05:00:00+00:00,612.02,625.86,611.71,2038,625.54,59520,617.162652,ADBE
2024-02-13 05:00:00+00:00,602.16,608.16,591.94,2724,596.0,82391,601.548363,ADBE
2024-02-14 05:00:00+00:00,604.695,609.74,602.79,1935,606.64,48675,605.332085,ADBE
2024-02-15 05:00:00+00:00,590.44,606.86,589.94,3274,606.86,127533,593.860498,ADBE
2024-02-16 05:00:00+00:00,546.6,590.01,546.5,9700,590.01,532764,558.650853,ADBE
2024-02-20 05:00:00+00:00,541.845,545.27,528.76,6012,530.535,246542,536.821402,ADBE
2024-02-21 05:00:00+00:00,538.57,542.305,529.435,4280,538.055,167908,534.549293,ADBE
2024-02-22 05:00:00+00:00,537.05,554.96,535.05,5089,554.87,216037,540.627887,ADBE
2024-02-23 05:00:00+00:00,553.65,556.77,541.95,3813,542.925,138007,551.586162,ADBE
2024-02-26 05:00:00+00:00,560.71,570.4,557.335,4215,559.67,164837,564.560334,ADBE
