timestamp,close,high,low,trade_count,open,volume,vwap,ticker
2024-01-02 05:00:00+00:00,297.11,297.28,295.25,1809,295.25,88163,296.612109,MCD
2024-01-03 05:00:00+00:00,294.51,297.935,294.26,1437,296.99,53093,296.13048,MCD
2024-01-04 05:00:00+00:00,291.77,297.245,291.1,2443,294.665,106461,293.066206,MCD
2024-01-05 05:00:00+00:00,289.05,290.3,287.23,1705,288.71,62557,288.642004,MCD
2024-01-08 05:00:00+00:00,291.89,291.98,287.54,1742,288.69,60900,289.718955,MCD
2024-01-09 05:00:00+00:00,290.85,290.85,287.555,1417,289.49,57333,289.489233,MCD
2024-01-10 05:00:00+00:00,294.07,294.36,290.99,1932,291.13,93636,292.636085,MCD
2024-01-11 05:00:00+00:00,294.085,294.79,290.755,1180,294.57,37921,292.743304,MCD
2024-01-12 05:00:00+00:00,293.35,295.585,292.89,1111,295.54,31724,293.704443,MCD
2024-01-16 05:00:00+00:00,291.04,294.21,290.02,2080,294.21,65094,291.575441,MCD
2024-01-17 05:00:00+00:00,291.11,292.285,290.14,1208,290.66,43003,291.224942,MCD
2024-01-18 05:00:00+00:00,294.48,294.48,291.36,1560,291.36,54163,293.733403,MCD
2024-01-19 05:00:00+00:00,300.55,301.065,296.59,2752,298.0,140304,298.80993,MCD
2024-01-22 05:00:00+00:00,298.38,302.045,297.75,1628,300.84,73729,299.491636,MCD
2024-01-23 05:00:00+00:00,300.13,300.205,297.33,1452,297.55,52259,298.726253,MCD
2024-01-24 05:00:00+00:00,300.43,302.025,299.54,1578,299.94,85406,301.0443,MCD
2024-01-25 05:00:00+00:00,297.21,301.24,296.15,1943,300.925,97183,297.679855,MCD
2024-01-26 05:00:00+00:00,292.32,295.945,291.88,3185,295.28,139353,293.648424,MCD
2024-01-29 05:00:00+00:00,292.315,292.695,288.33,2647,291.53,120818,290.370466,MCD
2024-01-30 05:00:00+00:00,294.78,294.91,290.255,1497,292.06,53563,293.195095,MCD
2024-01-31 05:00:00+00:00,292.68,297.39,291.74,2232,296.04,95555,294.59893,MCD
2024-02-01 05:00:00+00:00,298.07,298.07,290.44,1976,291.41,78482,294.999159,MCD
2024-02-02 05:00:00+00:00,297.14,298.11,293.505,2445,296.035,131059,295.599057,MCD
2024-02-05 05:00:00+00:00,285.97,291.205,283.35,4345,287.2,244769,286.235199,MCD
2024-02-06 05:00:00+00:00,284.61,284.68,281.61,3147,282.94,198380,283.383154,MCD
2024-02-07 05:00:00+00:00,287.33,290.435,284.325,2323,284.79,109997,287.916568,MCD
2024-02-08 05:00:00+00:00,291.9,293.13,284.415,3357,285.04,172739,289.896399,MCD
2024-02-09 05:00:00+00:00,289.35,292.51,288.92,1686,292.34,67447,290.181892,MCD
2024-02-12 05:00:00+00:00,289.45,290.86,288.82,2114,289.3,68390,289.853691,MCD
2024-02-13 05:00:00+00:00,287.09,289.58,285.72,1317,288.485,52005,287.177234,MCD
2024-02-14 05:00:00+00:00,288.22,288.3,286.69,1446,287.16,50326,287.440933,MCD
2024-02-15 05:00:00+00:00,291.94,292.09,287.36,1555,287.36,56955,290.600374,MCD
2024-02-16 05:00:00+00:00,291.99,293.63,289.27,1131,290.955,49993,291.462061,MCD
2024-02-20 05:00:00+00:00,292.68,295.38,292.085,2040,292.34,53923,293.746187,MCD
2024-02-21 05:00:00+00:00,293.84,295.075,292.485,1569,293.16,56108,294.220553,MCD
2024-02-22 05:00:00+00:00,295.95,296.63,293.47,1511,293.75,61457,295.324644,MCD
2024-02-23 05:00:00+00:00,297.805,298.68,295.29,1970,296.16,68071,297.75339,MCD
2024-02-26 05:00:00+00:00,297.15,298.595,296.44,1764,298.1,74266,297.774043,MCD
2024-02-27 05:00:00+00:00,293.67,296.495,293.45,2052,296.495,75707,294.259236,MCD
2024-02-28 05:00:00+00:00,295.08,296.03,292.95,1088,294.21,40864,294.862887,MCD
2024-02-29 05:00:00+00:00,292.04,294.46,291.74,1672,294.27,68599,292.580905,MCD
2024-03-01 05:00:00+00:00,290.76,292.395,289.69,1393,291.25,60485,290.958938,MCD
2024-03-04 05:00:00+00:00,290.81,291.195,288.56,1624,288.99,69822,289.948886,MCD
2024-03-05 05:00:00+00:00,292.55,293.45,289.0,1822,291.51,51408,292.150356,MCD
2024-03-06 05:00:00+00:00,292.95,295.1,292.29,765,293.42,33475,293.577196,MCD
2024-03-07 05:00:00+00:00,291.15,294.83,291.04,1707,294.385,60043,292.827074,MCD
2024-03-08 05:00:00+00:00,292.58,293.41,288.96,1686,289.8,65168,291.441852,MCD
2024-03-11 04:00:00+00:00,294.83,295.44,292.04,1640,292.175,91254,294.079752,MCD
2024-03-12 04:00:00+00:00,294.26,296.355,293.595,1118,295.735,38984,294.816595,MCD
2024-03-13 04:00:00+00:00,282.82,293.29,282.6,3209,293.12,171277,285.26441,MCD
2024-03-14 04:00:00+00:00,281.89,282.275,277.96,2228,281.55,93441,280.215463,MCD
2024-03-15 04:00:00+00:00,279.09,283.98,278.38,2862,282.905,104274,279.78209,MCD
2024-03-18 04:00:00+00:00,278.6,280.13,278.09,1433,279.87,57757,278.905356,MCD
2024-03-19 04:00:00+00:00,282.83,284.32,278.725,2511,279.18,135475,282.711473,MCD
2024-03-20 04:00:00+00:00,284.425,284.6,281.425,1828,283.44,91770,282.961285,MCD
2024-03-21 04:00:00+00:00,283.52,285.53,282.685,1683,284.425,86872,283.730617,MCD
2024-03-22 04:00:00+00:00,282.62,284.29,282.155,2293,284.105,78868,282.868659,MCD
2024-03-25 04:00:00+00:00,278.64,279.85,277.67,1638,279.85,78971,278.306463,MCD
