timestamp,close,high,low,trade_count,open,volume,vwap,ticker
2024-01-02 05:00:00+00:00,139.59,140.61,137.835,3722,139.82,258633,138.987606,GOOG
2024-01-03 05:00:00+00:00,140.36,141.075,138.51,3412,138.71,263627,140.174236,GOOG
2024-01-04 05:00:00+00:00,138.09,140.635,138.02,3072,139.76,221206,139.171004,GOOG
2024-01-05 05:00:00+00:00,137.36,138.8,136.87,3566,138.44,236575,137.700341,GOOG
2024-01-08 05:00:00+00:00,140.47,140.62,137.89,2656,138.08,201427,139.565637,GOOG
2024-01-09 05:00:00+00:00,142.54,142.79,139.82,3384,140.23,276644,141.892971,GOOG
2024-01-10 05:00:00+00:00,143.73,144.515,142.58,4698,142.62,289803,143.697056,GOOG
2024-01-11 05:00:00+00:00,143.7,146.62,142.27,3644,144.895,234230,143.737196,GOOG
2024-01-12 05:00:00+00:00,144.21,144.73,143.53,2609,144.43,154176,144.278652,GOOG
2024-01-16 05:00:00+00:00,144.07,145.79,143.09,3595,143.655,294301,144.160956,GOOG
2024-01-17 05:00:00+00:00,142.86,143.3,140.51,4560,143.16,377644,142.080024,GOOG
2024-01-18 05:00:00+00:00,144.96,145.585,143.42,4496,143.61,293326,144.672369,GOOG
2024-01-19 05:00:00+00:00,147.94,148.0,145.8,4366,146.18,353853,147.230956,GOOG
2024-01-22 05:00:00+00:00,147.73,150.0,147.58,3535,148.99,241422,148.765019,GOOG
2024-01-23 05:00:00+00:00,148.74,148.855,147.37,2290,147.49,152377,148.256831,GOOG
2024-01-24 05:00:00+00:00,150.34,151.55,149.91,3487,150.37,262739,150.742023,GOOG
2024-01-25 05:00:00+00:00,153.67,154.76,151.38,3635,151.54,306277,153.629587,GOOG
2024-01-26 05:00:00+00:00,153.84,154.08,152.82,4096,152.86,317882,153.503873,GOOG
2024-01-29 05:00:00+00:00,154.87,155.2,152.92,4216,153.675,335348,154.065087,GOOG
2024-01-30 05:00:00+00:00,152.98,155.04,152.78,6186,154.06,504290,153.844001,GOOG
2024-01-31 05:00:00+00:00,141.73,145.555,141.57,9471,145.12,895195,143.335254,GOOG
2024-02-01 05:00:00+00:00,142.74,144.52,142.29,5416,143.67,477215,143.054851,GOOG
2024-02-02 05:00:00+00:00,143.53,143.88,138.19,8575,141.055,804525,141.30722,GOOG
2024-02-05 05:00:00+00:00,144.91,146.6,143.99,5280,143.99,455504,145.25518,GOOG
