timestamp,close,high,low,trade_count,open,volume,vwap,ticker
2024-01-02 05:00:00+00:00,77.23,79.495,77.105,1648,78.345,97703,78.071379,BBY
2024-01-03 05:00:00+00:00,75.415,76.855,75.07,1038,76.855,42338,75.881033,BBY
2024-01-04 05:00:00+00:00,75.325,75.675,75.06,696,75.06,27742,75.342154,BBY
2024-01-05 05:00:00+00:00,75.82,76.915,75.1,1318,75.1,78077,76.110957,BBY
2024-01-08 05:00:00+00:00,75.53,76.11,75.15,843,75.665,49490,75.636354,BBY
2024-01-09 05:00:00+00:00,75.15,75.42,74.125,1340,74.705,77668,74.751496,BBY
2024-01-10 05:00:00+00:00,75.77,76.09,75.29,1183,75.29,48979,75.854951,BBY
2024-01-11 05:00:00+00:00,74.7,75.72,73.675,3110,75.6,110973,74.148257,BBY
2024-01-12 05:00:00+00:00,73.88,75.6,73.42,1493,74.825,86709,74.29556,BBY
2024-01-16 05:00:00+00:00,71.86,73.31,71.17,1703,73.19,113197,71.837597,BBY
2024-01-17 05:00:00+00:00,71.12,71.925,70.565,1333,71.21,91415,71.188683,BBY
2024-01-18 05:00:00+00:00,70.94,72.045,70.37,1633,71.58,69415,70.899225,BBY
2024-01-19 05:00:00+00:00,70.965,71.4,69.81,1709,70.87,84648,70.824187,BBY
2024-01-22 05:00:00+00:00,73.52,73.72,70.89,1830,71.2,109884,73.149761,BBY
2024-01-23 05:00:00+00:00,73.075,74.915,72.73,1266,74.405,57960,73.411729,BBY
2024-01-24 05:00:00+00:00,73.31,74.61,72.85,1395,73.705,47988,73.671493,BBY
2024-01-25 05:00:00+00:00,75.205,75.7,74.245,2165,74.245,116697,74.977931,BBY
2024-01-26 05:00:00+00:00,74.82,76.095,74.585,1099,75.67,53103,75.012255,BBY
2024-01-29 05:00:00+00:00,73.33,74.77,72.55,1674,74.64,86105,73.36044,BBY
2024-01-30 05:00:00+00:00,73.37,73.84,71.595,1712,72.965,91017,73.002632,BBY
2024-01-31 05:00:00+00:00,72.47,73.59,72.13,2612,73.14,95856,72.893743,BBY
2024-02-01 05:00:00+00:00,75.24,75.25,72.43,1358,72.81,49839,74.022953,BBY
2024-02-02 05:00:00+00:00,75.695,76.15,73.29,1892,74.33,105717,74.802738,BBY
2024-02-05 05:00:00+00:00,74.24,74.56,73.495,1385,74.515,64266,74.022919,BBY
2024-02-06 05:00:00+00:00,74.85,75.15,73.94,1034,73.94,45707,74.652284,BBY
2024-02-07 05:00:00+00:00,75.515,75.605,74.22,1090,75.255,60461,75.090267,BBY
2024-02-08 05:00:00+00:00,75.5,75.89,75.04,1479,75.36,59346,75.390895,BBY
2024-02-09 05:00:00+00:00,75.58,75.65,74.785,1228,75.365,47982,75.364975,BBY
2024-02-12 05:00:00+00:00,75.925,77.15,74.7,1532,75.57,74159,76.415794,BBY
2024-02-13 05:00:00+00:00,72.91,74.54,72.455,2179,73.98,109416,73.034593,BBY
2024-02-14 05:00:00+00:00,74.6,74.605,72.72,1730,73.82,107218,74.024593,BBY
2024-02-15 05:00:00+00:00,74.73,75.82,74.545,913,74.865,48387,75.027492,BBY
2024-02-16 05:00:00+00:00,73.75,74.875,73.59,1317,73.76,64374,74.282367,BBY
2024-02-20 05:00:00+00:00,73.25,73.62,72.46,1547,73.1,71196,73.125149,BBY
2024-02-21 05:00:00+00:00,74.165,74.79,73.09,1616,73.09,55119,74.294752,BBY
2024-02-22 05:00:00+00:00,75.2,75.56,74.405,1309,74.485,56867,75.126639,BBY
2024-02-23 05:00:00+00:00,76.27,76.95,75.265,1416,75.265,86259,76.556452,BBY
2024-02-26 05:00:00+00:00,76.45,77.13,75.89,1437,75.89,78410,76.782156,BBY
2024-02-27 05:00:00+00:00,79.1,79.23,76.665,2536,76.665,155054,78.546847,BBY
2024-02-28 05:00:00+00:00,79.7,80.245,79.11,2322,79.265,149151,79.643882,BBY
2024-02-29 05:00:00+00:00,80.86,85.955,80.195,3366,82.84,223592,82.42881,BBY
2024-03-01 05:00:00+00:00,77.9,81.68,77.61,2026,81.4,121034,78.249362,BBY
2024-03-04 05:00:00+00:00,77.55,79.305,77.41,2375,78.465,168696,78.123912,BBY
2024-03-05 05:00:00+00:00,75.95,76.495,75.255,2574,76.465,184822,76.034437,BBY
2024-03-06 05:00:00+00:00,78.24,78.985,75.0,1982,76.195,128151,77.745757,BBY
2024-03-07 05:00:00+00:00,79.53,79.61,78.125,1461,78.465,80602,79.151726,BBY
2024-03-08 05:00:00+00:00,78.6,80.29,78.3,2768,79.865,121821,79.065981,BBY
2024-03-11 04:00:00+00:00,76.4,78.43,76.28,1299,78.26,69788,76.711177,BBY
2024-03-12 04:00:00+00:00,77.285,78.94,76.465,1587,76.67,105398,77.8076,BBY
2024-03-13 04:00:00+00:00,77.44,79.17,77.405,1369,77.91,85560,77.986375,BBY
2024-03-14 04:00:00+00:00,77.47,78.075,76.63,1952,77.9,115109,77.14229,BBY
2024-03-15 04:00:00+00:00,78.04,78.18,76.7,1523,77.635,113826,77.469529,BBY
2024-03-18 04:00:00+00:00,77.12,78.085,76.55,1599,77.57,110760,77.343587,BBY
2024-03-19 04:00:00+00:00,78.2,79.05,76.45,1767,76.795,116754,78.205481,BBY
2024-03-20 04:00:00+00:00,78.54,79.64,78.03,2452,79.63,168991,79.01013,BBY
2024-03-21 04:00:00+00:00,80.43,80.71,78.6,3407,78.825,268211,80.117119,BBY
2024-03-22 04:00:00+00:00,81.69,83.25,80.97,2493,82.76,161085,81.902912,BBY
2024-03-25 04:00:00+00:00,80.7,82.38,80.59,1531,81.385,82799,81.030182,BBY
2024-03-26 04:00:00+00:00,80.04,81.63,80.01,2044,80.74,122116,80.576013,BBY
2024-03-27 04:00:00+00:00,81.82,82.66,80.57,1365,80.71,78255,81.941976,BBY
2024-03-28 04:00:00+00:00,82.135,82.92,81.675,939,82.24,59963,82.2575,BBY
2024-04-01 04:00:00+00:00,81.61,82.84,81.61,1039,82.16,56059,82.192996,BBY
2024-04-02 04:00:00+00:00,80.18,81.37,79.93,1219,81.22,76112,80.24627,BBY
2024-04-03 04:00:00+00:00,79.29,80.49,79.12,1460,80.175,68183,79.475232,BBY
2024-04-04 04:00:00+00:00,79.02,80.73,78.37,1481,80.54,77261,79.44782,BBY
2024-04-05 04:00:00+00:00,79.62,79.81,78.9,886,79.04,53550,79.382984,BBY
2024-04-08 04:00:00+00:00,80.15,81.36,80.02,1204,80.02,62416,80.80568,BBY
2024-04-09 04:00:00+00:00,82.55,83.3,80.785,2073,80.785,99033,82.205252,BBY
2024-04-10 04:00:00+00:00,79.87,82.0,79.79,1939,81.105,266473,81.578879,BBY
2024-04-11 04:00:00+00:00,79.945,80.79,79.05,1503,80.62,82964,79.785343,BBY
2024-04-12 04:00:00+00:00,77.99,78.96,77.075,1502,78.82,80544,77.920784,BBY
2024-04-15 04:00:00+00:00,76.27,79.41,76.065,1627,79.27,91567,76.952713,BBY
2024-04-16 04:00:00+00:00,75.17,76.32,75.17,1338,75.97,76977,75.729624,BBY
2024-04-17 04:00:00+00:00,76.27,76.68,75.39,1759,75.91,85950,76.105036,BBY
